gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
2432626246	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=273806cd-3c6a-46f0-9761-99cdc9d8bc3d	https://images.ala.org.au/image/273806cd-3c6a-46f0-9761-99cdc9d8bc3d	Lepus capensis Linnaeus, 1758				2019-02-22T06:32:35Z	The Cathcarts|questagame.com				
2432591631	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=4f36785e-3391-4782-81a1-d21b9e6ac23b	https://images.ala.org.au/image/4f36785e-3391-4782-81a1-d21b9e6ac23b	Lepus europaeus Pallas, 1778				2018-12-28T07:20:36Z	Dodo|questagame.com				
2432591631	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=65b0b5c9-f1de-4c05-bef6-e491f5f6236d	https://images.ala.org.au/image/65b0b5c9-f1de-4c05-bef6-e491f5f6236d	Lepus europaeus Pallas, 1778				2018-12-28T07:20:35Z	Dodo|questagame.com				
2432591631	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=b17a7570-4e3f-46dc-952b-b029a8882e21	https://images.ala.org.au/image/b17a7570-4e3f-46dc-952b-b029a8882e21	Lepus europaeus Pallas, 1778				2018-12-28T07:20:37Z	Dodo|questagame.com				
2432591631	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=ef31555b-4ff4-4429-a688-07beed098cd0	https://images.ala.org.au/image/ef31555b-4ff4-4429-a688-07beed098cd0	Lepus europaeus Pallas, 1778				2018-12-28T07:20:38Z	Dodo|questagame.com				
2432591631	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=a2ff11ec-b1e6-4486-97c1-2027b8965d72	https://images.ala.org.au/image/a2ff11ec-b1e6-4486-97c1-2027b8965d72	Lepus europaeus Pallas, 1778				2018-12-28T07:20:38Z	Dodo|questagame.com				
2432590913	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=13b926dd-a54a-4c95-8db3-10295c06960a	https://images.ala.org.au/image/13b926dd-a54a-4c95-8db3-10295c06960a	Lepus europaeus Pallas, 1778				2019-01-04T07:32:33Z	Boanat|questagame.com				
2432590913	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=d9b0c6ed-0742-4685-8669-25b08d14b407	https://images.ala.org.au/image/d9b0c6ed-0742-4685-8669-25b08d14b407	Lepus europaeus Pallas, 1778				2019-01-04T07:32:34Z	Boanat|questagame.com				
2423557260	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=18e65926-dd72-49af-b8a8-33ac260ff8fa	https://images.ala.org.au/image/18e65926-dd72-49af-b8a8-33ac260ff8fa	Lepus capensis (Brown Hare)				2018-11-18T00:08:00Z	Gary Brooks			http://creativecommons.org/licenses/by/4.0/	
2423024689	StillImage	image/jpeg	https://static.inaturalist.org/photos/51068076/original.jpeg?1568238096	https://www.inaturalist.org/photos/51068076					2019-09-09T23:19:14Z	scandura		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	scandura
2350373439	StillImage	image/jpeg	https://static.inaturalist.org/photos/47841617/original.jpeg?1565538389	https://www.inaturalist.org/photos/47841617					2019-08-11T10:41:39Z	martin_weigand		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	martin_weigand
2350373439	StillImage	image/jpeg	https://static.inaturalist.org/photos/47841060/original.jpeg?1565538124	https://www.inaturalist.org/photos/47841060					2019-08-11T10:40:57Z	martin_weigand		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	martin_weigand
2350373439	StillImage	image/jpeg	https://static.inaturalist.org/photos/47841441/original.jpeg?1565538313	https://www.inaturalist.org/photos/47841441					2019-08-11T10:40:35Z	martin_weigand		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	martin_weigand
2331896414	StillImage	image/jpeg	https://static.inaturalist.org/photos/47133974/original.jpeg?1564935405	https://www.inaturalist.org/photos/47133974					2019-08-04T12:21:32Z	martin_weigand		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	martin_weigand
2331896414	StillImage	image/jpeg	https://static.inaturalist.org/photos/47134122/original.jpeg?1564935485	https://www.inaturalist.org/photos/47134122					2019-08-04T12:21:42Z	martin_weigand		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	martin_weigand
2311371194	StillImage	image/jpeg	https://static.inaturalist.org/photos/46484579/original.jpeg?1564392534	https://www.inaturalist.org/photos/46484579					2019-07-26T08:54:18Z	Wonga komanisi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Wonga komanisi
2311371194	StillImage	image/jpeg	https://static.inaturalist.org/photos/46484576/original.jpeg?1564392528	https://www.inaturalist.org/photos/46484576					2019-07-26T08:54:10Z	Wonga komanisi		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Wonga komanisi
2311338607	StillImage	image/jpeg	https://static.inaturalist.org/photos/46287547/original.jpg?1564252073	https://www.inaturalist.org/photos/46287547					2018-02-23T11:37:55Z	Daniel Branch		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Daniel Branch
2311298007	StillImage	image/jpeg	https://static.inaturalist.org/photos/44089579/original.jpg?1562420358	https://www.inaturalist.org/photos/44089579					2019-07-06T06:42:37Z	scandura		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	scandura
2294564952	StillImage	image/jpeg	https://static.inaturalist.org/photos/45358694/original.jpeg?1563478184	https://www.inaturalist.org/photos/45358694					2013-08-21T14:39:11Z	Ron Frumkin		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ron Frumkin
2294564952	StillImage	image/jpeg	https://static.inaturalist.org/photos/45358697/original.jpeg?1563478184	https://www.inaturalist.org/photos/45358697					2013-08-21T14:37:22Z	Ron Frumkin		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ron Frumkin
